醫事機構代碼,醫事機構名稱,電話,地址,TGOS X,TGOS Y
5901152293,安泰藥師藥局,02 -28166977,台北市士林區延平北路六段83號（實際使用：1、2樓）,121.50866599999999,25.088437
5901152453,家赫藥局,02 -28346453,台北市士林區忠義街80號1樓,121.53171699999999,25.106141
5901152471,得安藥局,02 -28836336,台北市士林區文林路140號,121.52666,25.088776
5901152604,達揚藥局,02 -88115559,台北市士林區社正路36號1樓,121.509901,25.088770999999998
5901152640,仁大藥局,02 -88113793,台北市士林區社子街13號1樓,121.50833300000001,25.08769
5901152659,和樹藥局,02 -28821188,台北市士林區後港街45巷1號1樓,121.522772,25.084438000000002
5901152686,三光藥局,02 -28123786,台北市士林區延平北路5段320號1樓,121.50954899999999,25.086279
5901152720,博信藥局,02 -28128295,台北市士林區延平北路6段61號,121.50876399999999,25.087878
5901152739,芳圓藥局,02 -28168666,台北市士林區社子街26－1號,121.507966,25.087495
5901152748,柏雅大藥局,02 -88664398,台北市士林區德行西路64號,121.52268500000001,25.105058
5901152793,信光藥局,02 -28366277,台北市士林區文昌路68號,121.521358,25.096194
5901152837,文昌大藥局,02 -28376196,台北市士林區文昌路72號,121.52126499999999,25.096341
5901152873,幸福藥局,02 -28346650,台北市士林區德行東路109巷8號,121.52839399999999,25.108121
5901152882,天爵藥局,02 -28733759,台北市士林區中山北路6段450巷1號,121.527639,25.114247
5901152971,石川藥師藥局,02 -28385850,台北市士林區忠義街70號,121.53142,25.105944
5901153058,誼安藥局,02 -28851899,台北市士林區通河街42號,121.521469,25.080442
5901153101,聖賢藥局,02 -28833046,台北市士林區士商路58號,121.52003300000001,25.090564
5901153110,美麗田藥局,02 -28855990,台北市士林區通河街78號,121.520436,25.080901
5901153245,大東健保藥局,02 -28834672,臺北市士林區大東路86－4號,121.525672,25.091314
5901153263,健揚藥局,02 -28163698,台北市士林區延平北路5段251號,121.50968300000001,25.084827
5901153272,光榮藥局,02 -28136060,台北市士林區社中街118號,121.510345,25.089901
5901153325,天母康甯健保藥局,02 -28366631,台北市士林區克強路8號,121.52453200000001,25.108907000000002
5901153405,社正藥局,02 -28118704,台北市士林區社正路12號,121.50927800000001,25.088538
5901153432,大南春天生活藥局,02 -28882196,台北市士林區大南路317、319號,121.51657900000001,25.090429
5901153487,和謙藥局,02 -28165678,台北市士林區社中街362號,121.504051,25.092420999999998
5901153496,躍獅忠誠藥局,02 -28387948,台北市士林區忠義街70號,121.53142,25.105944
5901153503,祥新藥局,02 -28110906,台北市士林區社子街65號,121.506745,25.087513
5901153521,天母台安藥局,02 -28728017,台北市士林區天母西路34號,121.52621699999999,25.118348
5901153567,華齡春天生活藥局,02 -28882156,台北市士林區華齡街36、38號,121.51994099999999,25.088494
5901153585,德行春天生活藥局,02 -28380306,台北市士林區德行東路76號,121.527464,25.107302
5901153610,家安健保藥局,02 -28322182,台北市士林區德行東路109巷119號,121.528778,25.111562
5901153656,德行盛康藥局,02 -28348756,台北市士林區德行東路206之1號,121.53198700000002,25.108898
5901153665,康佑藥局,02 -28119981,台北市士林區延平北路5段176號,121.510287,25.082995
5901153674,愛佳藥局,02 -28811199,台北市士林區承德路4段222之1號,121.521473,25.088502
5901153683,安奕藥局,02 -28133289,台北市士林區葫蘆街30巷12號,121.50993100000001,25.080338
5901153709,全予藥局,02 -28386955,台北市士林區德行東路221號,121.53288500000001,25.109385
5901153727,前港盛康藥局,02 -28831079,台北市士林區前港街28號,121.52205,25.084599
5901153745,藥本家藥局,02 -28766682,台北市士林區中山北路7段14巷26號,121.532774,25.118845
5901153790,天母盛康藥局,02 -28720208,台北市士林區天母東路8巷84號,121.530433,25.114835
5901153807,中山盛康藥局,02 -28771887,台北市士林區中山北路7段162號,121.53271000000001,25.124164999999998
5901153816,士東台安藥局,02 -28315667,台北市士林區士東路86之2號（實際使用：1樓）,121.528774,25.111825
5901153825,太和堂中西藥局,02 -28814122,台北市士林區大東路74號（實際使用：1樓）,121.525679,25.090366
5901153852,躍獅芝山藥局,02 -28365822,台北市士林區福華路154號（實際使用：1樓）,121.52273100000001,25.10357
5901153861,佩佩藥局,02 -28382662,台北市士林區中山北路6段182號,121.525201,25.107587
5901153870,容育藥局,02 -28113680,台北市士林區延平北路6段8號（實際使用：1樓）,121.509271,25.087121
5901153889,新光維康藥局,02 -28801011,台北市士林區基河路250之3號（實際使用：1樓）,121.52080600000001,25.091874
5901153898,文林生活健保藥局,02 -28381971,台北市士林區文林路562號（實際使用：1樓）,121.523999,25.097788
5901160044,石牌藥局,02 -28214986,台北市北投區石牌路1段49號,121.51058300000001,25.113297
5901160053,天蓮藥局,02 -28211824,台北市北投區石牌路1段166巷115號,121.515515,25.111918
5901160062,丸三大藥局,02 -28230637,台北市北投區自強街105號,121.515267,25.110859
5901160099,進春藥局,02 -28216938,台北市北投區明德路151號,121.52064299999999,25.110863000000002
5901160142,德昇藥局,02 -28217565,台北市北投區裕民二路20號,121.516957,25.116039
5901160197,川秀藥局,02 -28270702,台北市北投區石牌路2段99巷9號1樓,121.51663700000002,25.117921
5901160222,新祥藥局,02 -28582551,台北市北投區知行路208號－1,121.46682,25.119352
5901160240,福恭藥局,02 -28975325,台北市北投區大業路300巷19號,121.498953,25.128363
5901160259,啟春藥局,02 -28918244,台北市北投區崇仁路1段102號1樓,121.50170200000001,25.125299
5901172197,得揚藥局,02 -87884667,台北市信義區忠孝東路5段452號1樓,121.57632199999999,25.040689999999998
5901172213,華泰藥局,02 -27601992,台北市信義區虎林街82巷5號,121.57690500000001,25.043348
5901172240,德康大藥局,02 -27272502,台北市信義區松山路541巷21號,121.578984,25.037942
5901172268,皇佳大藥局,02 -27269868,台北市信義區松山路541巷19號,121.57888899999999,25.037927
5901172508,好康藥局,02 -27232979,台北市信義區莊敬路414號,121.566199,25.027157
5901172544,麗中藥局,02 -27594416,台北市信義區福德街217號,121.58474,25.038408999999998
5901172580,文興藥局,02 -27590989,台北市信義區福德街245號,121.585857,25.038739
5901172651,康杏藥局,02 -27591510,台北市信義區福德街306號1樓,121.58736,25.039306
5901172688,昆陽藥局,02 -27274814,台北市信義區林口街230號,121.581313,25.042479999999998
5901172697,綠杏大藥局,02 -27582378,台北市信義區吳興街241號,121.563493,25.02745
5901184106,信康藥局,02 -23961979,臺北市中正區南昌路1段143號,121.518592,25.029532
5901184142,新三醫藥局,02 -23648180,台北市中正區汀州路3段125號,121.530505,25.016401000000002
5901184179,保德中華藥局,02 -23027720,台北市中正區中華路2段159號,121.50425,25.031013
5901184213,71恩典藥局,02 -23223371,台北市中正區信義路2段71號,121.52641000000001,25.034659
5901184222,豐仁藥局,02 -23033908,台北市中正區寧波西街161號,121.510947,25.027356
5901184240,立赫健保藥局,02 -33223231,台北市中正區新生南路1段16之2號,121.53261299999998,25.043226
5901184259,汀州健康人生藥局,02 -23688902,台北市中正區汀州路3段211號,121.533654,25.0142
5901193196,青年宏越藥局,02 -23011037,台北市萬華區青年路44號,121.50416399999999,25.025504
5901193221,正盛藥局,02 -23050386,台北市萬華區中華路2段434－1號,121.5064,25.027077
5901193230,啟仁藥局,02 -23362771,台北市萬華區環河南路2段177號,121.49203899999999,25.032593
5901193249,光華藥局,02 -23613609,台北市萬華區華西街19－5號,121.498545,25.038917
5901200070,裕康藥局,02 -22367756,台北市文山區木柵路1段12號,121.54620600000001,24.986678
5901200105,建興藥局,02 -29399993,台北市文山區木柵路2段81號1樓,121.56097,24.988889
5901200114,健群藥局,02 -29328898,台北市文山區景興路41號,121.54483799999998,24.997172
5901200123,瑞安藥局,02 -29312888,台北市文山區溪口街69－1號1樓,121.539341,24.99512
5901200141,景美藥局,02 -29335741,台北市文山區景文街125號,121.541192,24.990331
5901200187,全銨藥局,02 -29370689,台北市文山區木新路3段349號1樓,121.555821,24.980345
5902022801,裕康中西大藥局,07 -5555352,高雄市鼓山區裕誠路1519號,120.29511699999999,22.664792000000002
5902022829,弘興藥局,07 -5612677,高雄市鼓山區鼓山三路48－11號,120.27570800000001,22.654681
5902022874,康爾喜藥局,07 -5222650,高雄市鼓山區慶豐街50號,120.293466,22.666473
5902022883,高美館藥局,07 -5554899,高雄市鼓山區中華一路968號,120.29186899999999,22.655204
5902022892,大有藥局,07 -5529402,高雄市鼓山區文信路236號,120.30043799999999,22.664706
5902022972,高雄藥局,07 -5610031,高雄市鼓山區九如四路924號,120.27928999999999,22.654660999999997
5902030063,紅心藥局,07 -3416697,高雄市左營區崇德路255號,120.30412,22.675352
5902030090,宏仁藥局,07 -5817895,高雄市左營區左營大路390號,120.29320700000001,22.687017
5902030125,元美藥局,07 -5821226,高雄市左營區路東里部後街26號,120.288026,22.684321
5901172704,鴻濟藥局,02 -27645331,台北市信義區永吉路326巷2號1樓,121.575391,25.045069
5901172740,信桉藥局,02 -87860005,台北市信義區莊敬路236號,121.56208799999999,25.029598
5901172786,安佑藥局,02 -27222236,台北市信義區吳興街247號1樓,121.56358999999999,25.027331
5901172820,安心藥局,02 -27474992,台北市信義區永吉路30巷148弄4之1號,121.56854399999999,25.042658
5901172839,九州藥局,02 -87323331,台北市信義區和平東路3段239號,121.55431499999999,25.022935999999998
5901172857,永吉藥局,02 -87874043,台北市信義區永吉路213號,121.573872,25.045714999999998
5901172924,松仁藥局,02 -27238626,台北市信義區松仁路233號,121.56876899999999,25.026173999999997
5901172933,喜樂藥局,02 -27275797,台北市信義區松德路125號,121.57528700000002,25.037516
5901010058,安郁藥局,02 -25774551,台北市松山區八德路3段12巷51弄16號1樓,121.55118200000001,25.046086
5901010076,榮星藥局,02 -27124696,台北市松山區南京東路4段133巷5弄1號,121.55523500000001,25.052137
5901010085,安世藥局,02 -27133405,台北市松山區南京東路4段133巷5弄9號,121.55556200000001,25.052139999999998
5901010094,明一藥局,02 -27691654,台北市松山區南京東路5段59巷28弄25號1樓,121.558168,25.052704000000002
5901010165,傑安藥局,02 -27524155,台北市松山區八德路2段437巷7弄8號1樓,121.54733700000001,25.049139
5901010174,仁弘藥局,02 -27136764,台北市松山區民生東路3段113巷25弄6號1樓,121.546586,25.059485000000002
5901010192,益華藥局,02 -27624898,台北市松山區民生東路5段138巷6號,121.56154599999999,25.058274
5901010272,德靈藥局,02 -27646998,台北市松山區富錦街548號,121.566673,25.061775
5901010290,健全藥局,02 -27128293,台北市松山區民權東路3段103巷20號,121.54491100000001,25.063269000000002
5901010389,李得安藥局,02 -87871655,台北市松山區民生東路5段36巷8弄11號1樓,121.55985600000001,25.057333
5901010496,瑞昌大藥局,02 -27151881,台北市松山區民權東路3段103巷10號,121.544918,25.062984
5901010576,合生藥局,02 -27602932,台北市松山區南京東路5段123巷45號1樓,121.560748,25.053638
5901011662,上允藥局,02 -27696905,台北市松山區民生東路5段78號,121.559049,25.058364
5901013095,康采藥局,02 -27670271,台北市松山區南京東路5段291巷17－2號,121.566253,25.052363
5901013120,誠康中西藥局,02 -27619679,台北市松山區南京東路5段59巷31弄43號,121.560723,25.053458
5901013139,慶昌藥局,02 -25770820,台北市松山區延吉街29號,121.553706,25.045949
5901013148,唯康藥局,02 -25775000,台北市松山區八德路3段211號,121.55663700000001,25.048196
5901013175,台北長庚維康藥局,02 -27199386,台北市松山區敦化北路199巷2弄1號,121.55003899999998,25.055737
5901013200,專品南京藥局,02 -25147685,台北市松山區南京東路4段73號,121.55316699999999,25.051845999999998
5901013246,芝欣藥局,02 -25706677,台北市松山區八德路3段148號,121.55481499999999,25.047992
5901013264,佑翔藥局,02 -87875070,台北市松山區民生東路5段95號,121.55968999999999,25.058805
5901013308,立赫敦北藥局,02 -27199277,台北市松山區敦化北路222巷20號,121.547743,25.059447
5901013317,延壽盛康藥局,02 -25182229,台北市松山區延壽街111號,121.565349,25.057113
5901013326,富景藥局,02 -27455666,台北市松山區三民路145號,121.563097,25.060785
5901013344,健康活力藥師藥局,02 -27455556,台北市松山區民生東路5段219號,121.56693,25.05931
5901013362,啄木鳥藥局,02 -27422413,台北市松山區八德路4段209號、211號（1、2層）,121.563957,25.048937
5901013371,玖田藥局,02 -27666578,台北市松山區八德路4段655號,121.575529,25.050178
5901013380,澄馨藥局,02 -27420159,台北市松山區三民路37號,121.563524,25.055801000000002
5901013399,一安正昇藥局,02 -27680993,台北市松山區南京東路5段348號,121.569309,25.051077
5901013406,美優康藥局,02 -27152319,台北市松山區民生東路4段117之1號,121.55331399999999,25.058242
5901013433,杏一延吉藥局,02 -25798450,臺北市松山區延吉街32號,121.553504,25.046075
5901013442,松山八德藥局,02 -27782773,臺北市松山區八德路2段400號,121.54656999999999,25.048043
5901013451,新德大藥局,02 -27673402,臺北市松山區饒河街204號,121.57703500000001,25.050743
5901013460,光點延新藥局,02 -27667795,台北市松山區延壽街101號,121.56597,25.057161999999998
5901013488,欣生藥局,02 -27567611,臺北市松山區民生東路5段138巷1號,121.561699,25.058532
5901013497,民生盛康藥局,02 -27460758,臺北市松山區民生東路5段204號,121.56477,25.058258
5901013504,杏一台北長庚藥局,02 -25149463,臺北市松山區敦化北路199巷2弄3號,121.55003799999999,25.055685
5901013513,立赫民生藥局,02 -27139200,臺北市松山區民生東路4段68號,121.55223000000001,25.057856
5901013522,大樹松山藥局,02 -27562226,臺北市松山區民生東路5段107號,121.56013899999999,25.058776
5901020296,百立藥局,02 -27327211,台北市大安區和平東路3段228巷66號1樓,121.553407,25.020995000000003
5901020303,宏恩藥局,02 -27000956,台北市大安區大安路1段181號,121.54611299999999,25.036188
5901020376,靜園藥局,02 -27336390,台北市大安區和平東路2段118巷57之1號,121.54292099999999,25.022541
5901020385,延吉大藥局,02 -27819227,台北市大安區延吉街153號1樓,121.554791,25.040657
5901020456,北陸藥局,02 -27323594,台北市大安區和平東路3段278號1Ｆ,121.555866,25.020998000000002
5901020465,杏友藥局,02 -27079451,台北市大安區復興南路2段151巷25號,121.54463500000001,25.028469
5901020554,師大藥局,02 -23623479,台北市大安區師大路99號1樓,121.52850900000001,25.02271
5901020563,施寶藥局,02 -27114175,台北市大安區安東街50－5號1樓,121.54256000000001,25.042768
5901020590,燕福藥局,02 -23627307,台北市大安區羅斯福路3段283巷14弄14號之3,121.53243300000001,25.018166
5901020616,龍護大藥局,02 -23250686,台北市大安區大安路1段224巷7號1Ｆ,121.545445,25.034014000000003
5901020634,新廣生藥局,02 -27071221,台北市大安區仁愛路4段34號,121.546722,25.03762
5901020652,寶德藥局,02 -27364240,台北市大安區樂利路105號1Ｆ,121.55238899999999,25.025123999999998
5901020661,泰佑藥局,02 -27056841,台北市大安區安和路2段72號1Ｆ,121.55173300000001,25.030107
5901020670,杏安堂藥局,02 -27517636,台北市大安區忠孝東路4段77巷30號1樓,121.547142,25.042921
5901020689,四維藥局,02 -27094222,台北市大安區復興南路2段151巷43號1樓,121.545447,25.028454999999997
5901020698,羅斯福藥局,02 -23699606,台北市大安區羅斯福路3段283巷9弄3號,121.531295,25.019031
5901020732,赫慶藥局,02 -27063497,台北市大安區瑞安街208巷11弄5號1樓,121.54080900000001,25.028660000000002
5901020787,吉成藥局,02 -23636475,台北市大安區泰順街7號,121.531585,25.025568
5901020858,順天堂藥局,02 -23627149,台北市大安區龍泉街96號,121.52920300000001,25.022564000000003
5901020876,大興藥局,02 -27053369,台北市大安區通化街39巷50弄15號1樓,121.555477,25.030555
5901020901,辰安藥局,02 -27119536,台北市大安區大安路1段31巷28號,121.54718100000001,25.043848
5901021122,青康藥局,02 -27086623,台北市大安區延吉街248號1Ｆ,121.555681,25.035316
5901021248,永誠藥局,02 -27520273,台北市大安區忠孝東路4段216巷25之1號,121.553063,25.039967
5901021346,正昌藥局,02 -27540070,台北市大安區通化街38巷9號1樓,121.553716,25.030983
5901021382,建如藥局,02 -27331456,台北市大安區和平東路3段228巷11號1Ｆ,121.55434199999999,25.021742
5901021408,生百藥局,02 -27371011,台北市大安區臨江街124號,121.553878,25.030235
5901022521,台安藥局,02 -27549099,台北市大安區和平東路2段353號1樓,121.54616299999999,25.024869
5901022601,生光藥局,02 -27780862,台北市大安區忠孝東路3段248巷2號,121.541207,25.041353
5901022763,佳美藥局,02 -27054987,台北市大安區復興南路1段261之3號1樓,121.543877,25.036222
5901022898,永康藥局,02 -23279362,台北市大安區麗水街6之2號,121.528995,25.032891
5901023073,世中欣藥局,02 -23938947,台北市大安區永康街2巷8號,121.529407,25.033154
5901023091,加豐藥局,02 -27219678,台北市大安區忠孝東路3段216巷3弄1號1樓,121.54026499999999,25.041255
5901023153,崇光藥局,02 -27217958,台北市大安區忠孝東路3段305號7樓之3,121.54354199999999,25.041887
5901023215,大愛健康藥局,02 -27092156,台北市大安區敦化南路2段63巷65號,121.551984,25.031031
5901023304,麗樺藥師藥局,02 -23952628,台北市大安區麗水街3號,121.52903799999999,25.032246
5901023313,安和藥局,02 -27092349,台北市大安區安和路1段102巷3號,121.55194099999999,25.034332
5901023331,佑安藥局,02 -27069339,台北市大安區延吉街233巷9號,121.55613000000001,25.037083
5901023386,弘昇藥局,02 -27110061,台北市大安區復興南路1段107巷32號,121.545787,25.043494
5901023411,長虹藥局,02 -27210232,台北市大安區忠孝東路4段216巷 63號,121.55305800000001,25.038204
5901023519,惠盈藥局,02 -87321366,台北市大安區辛亥路2段171巷31號,121.54119299999999,25.022971
5901023523,聯合仁愛藥局,02 -27039269,台北市大安區大安路1段157巷3號,121.546319,25.037308
5901023591,一心藥局,02 -27321818,台北市大安區和平東路3段238號,121.55487600000001,25.021906
5901023653,信安健康藥局,02 -27084858,台北市大安區仁愛路4段122巷58號,121.55011699999999,25.033923
5901023680,新富川藥局,02 -27114758,台北市大安區大安路1段51巷4號,121.546392,25.043029
5901023706,聖英藥局,02 -27055851,台北市大安區仁愛路4段266巷15弄18號,121.553997,25.036542
5901023724,元氣生活健保藥局,02 -27060580,台北市大安區新生南路1段161巷10號,121.53466200000001,25.034545
5901024212,中力信義藥局,02 -23250266,台北市大安區信義路4段51號,121.544997,25.033544
5901024221,安居藥局,02 -23773537,台北市大安區安居街19號,121.55493500000001,25.020856
5901024310,躍獅新生藥局,02 -23623367,台北市大安區和平東路2段20號,121.536221,25.025664000000003
5901024347,博大藥局,02 -27027858,台北市大安區安和路2段65號,121.552568,25.030627
5901024427,博昱仁愛藥局,02 -87739258,臺北市大安區仁愛路4段65號,121.546869,25.038194
5901024472,忠孝康承健保藥局,02 -87733378,台北市大安區復興南路1段107巷4號,121.544399,25.043565
5901024481,微笑藥師藥局,02 -27009655,台北市大安區信義路3段31巷4號,121.534458,25.034007
5901024490,明星大藥局,02 -27023747,台北市大安區光復南路430之1號,121.557375,25.036184
5901024516,博昱師大藥局,02 -23696966,台北市大安區羅斯福路3段189號,121.52806899999999,25.02109
5901024525,國泰維康藥局,02 -27542185,台北市大安區仁愛路4段266巷15弄20號,121.5541,25.03654
5901024543,奇威藥局,02 -23651110,台北市大安區雲和街93號,121.531152,25.023386
5901024632,艾登安和藥局,02 -27015201,台北市大安區安和路1段123號,121.552681,25.034881
5901024669,百岳藥局,02 -27551037,台北市大安區和平東路2段311巷11號,121.545222,25.025138000000002
5901024678,大安健康人生藥局,02 -27025553,台北市大安區信義路4段34號,121.544742,25.033159
5901024687,博昱大藥局,02 -23776199,台北市大安區樂業街148號、150號,121.55295,25.019978
5901024696,仁華藥局,02 -27336762,台北市大安區臥龍街155號,121.55109399999999,25.018342999999998
5901024703,吾家藥局,02 -27066425,台北市大安區信義路4段265巷6之1號,121.55420500000001,25.033723000000002
5901024712,早安藥局,02 -27002209,台北市大安區建國南路2段151巷42號,121.539578,25.028648
