id,inst_id,get
V10574,5912012148,2020-02-08 14:48:58
Z10812,5912042726,2020-02-02 14:30:22
X10173,5912041685,2020-02-08 17:27:19
I10133,5912013341,2020-02-04 18:16:27
E10416,5912051092,2020-02-04 11:23:24
G10116,5912012746,2020-02-08 11:33:5
B10607,5912010322,2020-02-05 10:30:45
W10736,5912013341,2020-02-07 16:17:55
N10506,5912041685,2020-02-03 17:9:35
J10258,5912012942,2020-02-03 11:46:36
M10815,5912012291,2020-02-03 14:5:34
X10130,5912010528,2020-02-07 15:32:7
L10235,5912042422,2020-02-05 17:23:50
G10402,5912042708,2020-02-02 17:41:46
W10377,5912012308,2020-02-07 16:47:13
R10771,5912040106,2020-02-08 12:30:37
U10142,5912012059,2020-02-03 13:52:22
U10120,5912042217,2020-02-07 12:27:2
R10811,5912010313,2020-02-06 17:33:0
B10332,5912042155,2020-02-04 17:10:22
P10583,5912013378,2020-02-03 12:38:36
S10570,5912012077,2020-02-02 16:18:3
G10593,5912012620,2020-02-08 13:28:55
E10065,5912040553,2020-02-06 12:28:29
W10291,2312041028,2020-02-08 12:6:59
Q10680,5912042637,2020-02-08 10:44:16
Z10857,5912042066,2020-02-04 15:31:7
S10154,5912010322,2020-02-05 10:2:9
G10867,5912042066,2020-02-03 15:7:50
D10156,5912012979,2020-02-05 17:56:15
F10986,5912012746,2020-02-02 17:46:34
L10178,5912013341,2020-02-04 10:31:50
V10008,5912012620,2020-02-04 15:54:27
O10709,5912042771,2020-02-07 17:59:11
M10691,5912042066,2020-02-02 10:36:26
L10210,5912010215,2020-02-05 15:58:50
V10598,5912042744,2020-02-02 11:9:50
P10555,5912051412,2020-02-08 12:51:3
V10870,5912013396,2020-02-08 12:6:6
N10511,5912042708,2020-02-02 13:8:45
C10744,5912010322,2020-02-08 18:3:9
U10605,5912050040,2020-02-02 18:49:22
Q10555,5912013341,2020-02-07 13:9:55
V10747,5912010313,2020-02-03 10:1:9
E10929,2312041028,2020-02-03 18:39:59
P10377,5912042744,2020-02-02 17:11:43
P10080,5912042735,2020-02-05 14:58:1
T10721,5912012148,2020-02-06 16:5:28
J10944,5912042637,2020-02-02 17:36:49
Z10701,5912042520,2020-02-03 11:32:39
K10986,5912041827,2020-02-04 17:27:54
J10771,5912040080,2020-02-05 15:38:40
R10488,5912051350,2020-02-08 17:10:10
V10217,5912013243,2020-02-08 18:16:7
Z10902,5912012988,2020-02-03 12:15:56
R10135,5912010046,2020-02-02 14:2:0
J10499,5912013216,2020-02-05 17:53:33
P10140,5912013350,2020-02-08 17:7:52
Y10731,5912012479,2020-02-03 16:39:7
Z10429,5912012148,2020-02-08 13:15:20
Z10331,5912012120,2020-02-07 15:32:8
U10039,5912012844,2020-02-08 16:14:50
I10389,5912010484,2020-02-07 11:37:43
Y10205,5912040491,2020-02-04 12:40:9
D10941,5912012746,2020-02-04 17:25:37
M10282,5912010779,2020-02-03 15:42:10
U10504,5912013421,2020-02-03 13:17:21
H10173,5912042098,2020-02-07 17:24:13
T10863,5912013341,2020-02-07 10:36:7
E10022,5912012933,2020-02-03 17:5:24
T10046,5912013412,2020-02-08 17:14:56
U10265,5912042066,2020-02-04 15:42:21
G10814,5912013243,2020-02-02 11:48:11
F10591,5912013378,2020-02-04 12:46:23
E10620,5912013396,2020-02-08 12:42:18
W10897,5912050040,2020-02-06 16:16:5
D10500,5912012353,2020-02-07 10:44:31
M10928,5912042744,2020-02-04 18:12:2
V10549,5912041685,2020-02-06 15:28:17
X10206,5912010724,2020-02-03 17:29:44
Q10442,5912012059,2020-02-07 17:43:37
L10233,5912010313,2020-02-08 12:57:16
H10349,5912012148,2020-02-03 17:37:48
I10189,5912051403,2020-02-08 15:44:11
G10692,5912041827,2020-02-04 18:55:48
U10519,5912042520,2020-02-08 14:27:47
X10926,5912051216,2020-02-02 12:2:30
W10868,5912012933,2020-02-02 15:21:24
Q10206,5912040473,2020-02-04 10:59:8
T10914,5912042664,2020-02-02 15:50:15
Z10304,5912042735,2020-02-07 15:54:45
K10050,5912013225,2020-02-08 11:3:11
E10387,5912010046,2020-02-05 14:52:15
C10958,5912013421,2020-02-02 11:33:17
N10512,5912040106,2020-02-06 18:48:37
C10717,5912010484,2020-02-02 13:4:51
I10845,5912012764,2020-02-08 15:16:53
Y10968,5912013083,2020-02-08 15:11:4
C10695,5912050040,2020-02-07 14:39:57
Z10145,5912013387,2020-02-02 11:6:17
I10011,5912040473,2020-02-07 18:59:34
X10508,5912012933,2020-02-06 17:50:16
T10678,5912013163,2020-02-05 13:9:53
V10351,5912012139,2020-02-07 16:15:39
E10726,5912010224,2020-02-08 18:5:15
S10418,5912013225,2020-02-04 15:34:45
C10642,5912012844,2020-02-08 17:21:33
B10709,5912012569,2020-02-04 11:45:45
E10222,5912041952,2020-02-02 17:50:24
X10403,5912042155,2020-02-08 10:39:23
E10270,5912051092,2020-02-03 17:40:30
V10057,5912041738,2020-02-07 16:43:41
R10333,5912012120,2020-02-07 10:32:7
I10637,5912040080,2020-02-03 10:14:29
V10128,5912012773,2020-02-08 14:14:52
W10052,5912013387,2020-02-02 17:29:25
R10774,5912010215,2020-02-02 10:38:11
P10881,2312010014,2020-02-02 13:51:55
G10879,5912042098,2020-02-03 16:20:12
A10407,5912012120,2020-02-02 17:43:11
U10096,5912012291,2020-02-04 12:14:1
S10776,5912012077,2020-02-05 12:20:58
A10059,5912041952,2020-02-02 13:37:40
E10893,5912012148,2020-02-07 18:56:3
Y10441,5912013092,2020-02-05 13:32:43
L10749,5912010779,2020-02-04 14:37:33
J10607,5912012291,2020-02-07 16:10:47
G10808,2312050018,2020-02-08 12:36:21
H10047,5912010224,2020-02-03 16:12:32
G10491,5912010484,2020-02-04 10:1:26
X10650,5912011865,2020-02-07 17:48:47
C10881,5912042664,2020-02-03 12:54:20
K10852,5912042717,2020-02-02 17:37:34
Y10960,5912012569,2020-02-06 16:54:43
N10984,5912041685,2020-02-02 10:35:19
T10661,5912042637,2020-02-04 12:6:27
N10864,5912013225,2020-02-02 18:13:5
T10200,5912041685,2020-02-05 10:1:5
V10034,5912010224,2020-02-03 14:47:18
C10266,5912040035,2020-02-02 11:5:29
M10565,5912051412,2020-02-05 15:13:6
F10872,5912040080,2020-02-03 18:7:56
B10935,5912010224,2020-02-05 16:22:59
X10622,5912013412,2020-02-04 17:40:23
Z10753,5912042520,2020-02-05 14:52:46
U10766,5912013243,2020-02-02 18:28:27
D10943,5912012077,2020-02-07 16:51:52
M10614,5912040473,2020-02-03 14:39:7
U10668,5912040553,2020-02-03 11:3:52
Q10938,5912042726,2020-02-03 18:47:52
I10080,5912040553,2020-02-02 18:31:46
D10273,5912013163,2020-02-02 16:37:54
G10746,5912012764,2020-02-05 14:50:38
I10504,5912013421,2020-02-08 11:1:3
G10136,5912012844,2020-02-06 12:59:13
H10656,5912012308,2020-02-05 12:28:58
Q10544,5912013252,2020-02-02 10:20:0
M10570,5912041827,2020-02-04 17:23:29
H10650,5912012844,2020-02-03 18:29:2
T10852,5912010224,2020-02-06 16:17:32
X10411,5912010724,2020-02-04 14:44:49
Y10391,5912012666,2020-02-03 10:23:17
S10091,5912042717,2020-02-03 12:5:50
Z10099,5912012569,2020-02-04 15:4:12
V10946,5912042459,2020-02-08 15:9:45
Q10402,5912051412,2020-02-08 14:49:31
L10008,5912040491,2020-02-04 16:5:58
E10190,5912013412,2020-02-02 14:51:34
X10396,5912013207,2020-02-08 17:13:36
Z10069,5912012620,2020-02-03 12:46:32
A10720,5912013225,2020-02-03 18:36:22
W10203,5912040080,2020-02-03 18:28:1
Q10487,5912012479,2020-02-08 18:42:48
L10037,5912041952,2020-02-05 11:40:43
M10718,5912013154,2020-02-06 12:5:31
P10855,5912042217,2020-02-07 18:25:46
W10502,5912012148,2020-02-03 15:54:44
Z10032,5912013378,2020-02-07 13:33:42
U10202,5912013421,2020-02-06 16:47:59
L10711,5912012979,2020-02-05 16:24:33
U10915,5912042717,2020-02-03 16:31:54
D10968,5912010724,2020-02-02 16:35:38
M10238,5912012620,2020-02-08 17:39:42
L10137,5912051403,2020-02-06 12:3:18
G10183,5912041881,2020-02-03 18:9:14
S10110,5912042664,2020-02-03 11:3:22
C10769,5912013421,2020-02-05 14:11:11
B10302,5912051350,2020-02-05 18:48:33
M10029,5912042235,2020-02-05 12:38:3
M10938,5912013207,2020-02-05 16:38:59
Y10503,5912041881,2020-02-07 10:18:33
L10678,5912040035,2020-02-05 11:4:42
P10491,5912010206,2020-02-06 14:5:40
A10208,5912011865,2020-02-06 17:0:20
C10126,5912013341,2020-02-03 11:51:6
H10109,5912040080,2020-02-06 12:8:37
M10048,5912012746,2020-02-08 11:24:22
B10555,5912042771,2020-02-05 11:19:58
T10749,5912012291,2020-02-06 10:18:27
O10457,5912012059,2020-02-06 15:1:24
P10801,5912042066,2020-02-06 14:16:21
G10482,5912042762,2020-02-07 13:36:7
W10949,5912012666,2020-02-03 17:19:24
O10095,5912012979,2020-02-06 11:43:24
K10369,5912042708,2020-02-06 11:39:53
J10938,5912051350,2020-02-07 17:15:3
F10754,5912013341,2020-02-07 10:48:29
G10580,5912042217,2020-02-03 10:59:53
E10027,5912012942,2020-02-03 11:12:12
J10212,5912042726,2020-02-04 16:24:20
Q10618,5912012139,2020-02-07 15:43:12
M10833,5912010528,2020-02-06 12:25:9
S10449,5912042066,2020-02-04 18:49:40
N10651,5912010331,2020-02-06 11:53:25
M10439,5912051403,2020-02-02 18:44:33
G10066,5912051350,2020-02-04 16:20:42
Z10008,5912051216,2020-02-06 11:23:13
D10848,5912013083,2020-02-05 13:35:25
N10091,5912010322,2020-02-02 10:27:42
T10967,5912013350,2020-02-02 15:11:48
A10607,5912050040,2020-02-05 17:39:26
W10086,5912042422,2020-02-04 18:32:14
Z10092,5912013412,2020-02-02 11:1:27
M10897,5912012737,2020-02-07 11:24:58
S10616,5912012844,2020-02-05 18:41:12
Q10531,5912050040,2020-02-06 17:55:3
Y10445,5912012022,2020-02-06 17:54:54
S10365,5912013181,2020-02-03 17:8:20
A10749,5912013378,2020-02-02 13:44:41
Q10082,5912012077,2020-02-03 15:59:27
C10602,5912041952,2020-02-05 12:23:55
V10333,5912010224,2020-02-06 14:47:34
D10383,5912013207,2020-02-02 13:7:40
V10443,2312010014,2020-02-07 16:27:3
H10551,5912040106,2020-02-07 13:16:59
F10522,5912013243,2020-02-06 16:5:19
L10708,5912041685,2020-02-02 12:27:49
B10968,5912013225,2020-02-08 12:11:49
C10389,5912013092,2020-02-05 13:16:48
D10180,5912013163,2020-02-07 18:24:25
U10701,5912040106,2020-02-06 17:28:0
H10703,5912012077,2020-02-04 16:33:47
C10108,5912013378,2020-02-07 16:25:1
Q10722,5912041827,2020-02-02 13:9:49
X10370,5912010322,2020-02-03 16:58:24
K10356,5912011865,2020-02-04 11:39:3
R10113,5912012569,2020-02-03 15:51:14
N10653,5912042422,2020-02-06 13:22:16
I10320,5912040491,2020-02-06 10:54:40
L10441,5912013207,2020-02-06 14:26:16
T10972,5912010215,2020-02-03 14:14:51
W10710,5912010206,2020-02-06 18:54:0
A10176,5912012844,2020-02-06 17:13:20
N10176,5912011865,2020-02-02 13:13:23
O10916,5912010322,2020-02-05 10:17:17
B10161,5912013163,2020-02-02 13:24:28
D10244,5912042762,2020-02-08 18:40:31
D10824,5912013234,2020-02-06 17:57:29
Z10085,5912012148,2020-02-04 18:30:33
P10447,5912013378,2020-02-03 18:33:48
Q10132,5912041827,2020-02-06 14:38:5
V10635,5912010046,2020-02-07 15:4:47
R10403,5912051092,2020-02-03 10:44:0
Z10187,5912013083,2020-02-02 16:37:32
K10329,5912042217,2020-02-04 17:8:5
E10652,5912042771,2020-02-08 11:13:53
B10164,5912051092,2020-02-05 10:47:35
K10597,5912010224,2020-02-06 14:1:17
K10477,5912013163,2020-02-02 18:55:9
D10393,5912013181,2020-02-05 13:48:28
Y10388,5912040553,2020-02-02 14:45:41
N10951,5912013234,2020-02-08 11:35:19
F10784,5912011865,2020-02-05 10:42:51
J10013,5912042664,2020-02-06 14:55:53
N10508,5912040080,2020-02-06 17:43:3
K10334,5912042404,2020-02-07 14:2:25
Y10780,5912012077,2020-02-07 14:35:34
B10930,5912012942,2020-02-02 17:59:18
Y10430,5912040106,2020-02-05 13:59:3
M10241,5912012148,2020-02-07 12:41:4
Y10651,5912013396,2020-02-05 16:0:3
T10946,5912012157,2020-02-05 12:46:21
T10680,5912042459,2020-02-04 14:30:53
Y10590,5912012353,2020-02-02 17:41:20
K10984,5912012406,2020-02-05 17:10:40
E10492,5912012844,2020-02-02 16:49:20
O10728,5912012620,2020-02-07 14:58:41
R10342,5912041738,2020-02-03 17:59:51
H10679,5912010224,2020-02-05 10:19:59
L10360,5912013341,2020-02-07 14:12:35
S10985,5912013181,2020-02-08 12:56:25
G10799,5912050040,2020-02-05 16:18:41
V10664,5912042735,2020-02-06 12:14:14
Y10440,5912012059,2020-02-05 13:23:1
Q10643,5912042771,2020-02-06 18:31:16
M10455,5912013252,2020-02-08 18:44:55
Y10815,5912013216,2020-02-03 15:49:7
D10382,5912040473,2020-02-05 14:38:10
Z10472,5912042664,2020-02-07 13:33:18
M10184,5912013083,2020-02-03 11:38:52
J10627,5912051403,2020-02-07 17:58:34
J10800,5912041685,2020-02-05 16:25:29
H10821,5912012737,2020-02-03 18:40:32
I10928,5912051412,2020-02-06 11:26:18
N10226,5912042422,2020-02-07 11:14:38
R10123,5912012120,2020-02-08 12:7:20
E10194,5912040106,2020-02-02 17:14:3
Y10623,5912013378,2020-02-06 15:38:51
V10241,5912010528,2020-02-06 16:34:28
Z10400,5912012988,2020-02-04 11:45:21
H10664,5912012620,2020-02-03 13:53:34
J10762,5912041685,2020-02-08 15:58:18
U10930,5912013243,2020-02-03 18:33:28
R10127,5912042717,2020-02-03 16:37:33
X10290,5912042735,2020-02-08 15:43:18
U10965,5912042637,2020-02-04 12:32:29
R10020,5912013225,2020-02-04 10:38:21
U10941,5912042066,2020-02-07 12:38:58
D10828,5912012620,2020-02-04 15:0:55
Y10646,5912042098,2020-02-06 11:23:9
Z10685,5912013181,2020-02-03 10:36:54
I10711,5912010724,2020-02-06 10:17:26
F10834,5912040222,2020-02-03 15:47:3
P10811,5912042520,2020-02-07 17:2:40
A10502,5912042155,2020-02-06 17:1:23
Z10039,5912013092,2020-02-06 17:46:41
N10094,5912010206,2020-02-02 13:44:29
B10249,5912013421,2020-02-03 18:5:54
K10979,5912012139,2020-02-05 14:38:24
T10162,5912012942,2020-02-04 12:11:30
Q10053,5912042422,2020-02-08 16:58:9
N10119,5912012844,2020-02-06 11:6:7
Z10919,5912013163,2020-02-04 17:2:38
Q10978,5912042744,2020-02-02 13:11:36
R10548,5912013421,2020-02-05 11:41:33
M10741,5912012773,2020-02-07 14:42:6
E10633,5912012737,2020-02-04 14:51:5
Y10592,5912010779,2020-02-08 16:9:49
N10595,5912042422,2020-02-02 18:12:26
E10012,5912013243,2020-02-02 12:41:27
P10713,5912040222,2020-02-04 10:2:42
R10747,5912042459,2020-02-08 16:32:9
Z10339,5912051412,2020-02-04 10:41:2
G10654,5912012933,2020-02-02 16:15:21
H10496,5912042771,2020-02-04 14:15:1
Q10610,5912051412,2020-02-07 17:38:4
T10272,5912051092,2020-02-07 17:22:29
I10812,5912012620,2020-02-08 14:21:27
T10799,5912012157,2020-02-06 14:11:52
K10744,5912012569,2020-02-04 16:14:1
O10448,5912013412,2020-02-04 12:57:48
V10326,5912012569,2020-02-02 13:13:33
R10030,5912013181,2020-02-04 18:48:27
D10888,5912013396,2020-02-04 12:48:32
D10386,5912050040,2020-02-07 16:6:12
U10800,5912011865,2020-02-08 18:56:22
Q10256,5912013083,2020-02-05 18:35:45
K10150,5912012077,2020-02-03 15:56:36
V10484,5912041827,2020-02-08 15:21:45
G10278,5912040473,2020-02-05 11:50:0
Z10335,5912013243,2020-02-06 18:17:0
T10977,5912012844,2020-02-02 16:9:57
G10351,5912013350,2020-02-05 13:39:54
S10765,5912042098,2020-02-08 14:36:3
Q10741,5912011865,2020-02-08 16:48:34
M10520,5912012988,2020-02-03 12:10:25
N10478,5912012022,2020-02-08 12:11:20
U10810,5912042744,2020-02-02 13:26:53
O10819,5912012406,2020-02-04 16:30:53
P10832,5912041827,2020-02-02 18:57:59
J10507,5912013421,2020-02-05 16:54:5
R10512,5912010313,2020-02-08 16:16:41
J10392,5912040080,2020-02-02 10:7:33
D10817,5912012746,2020-02-06 17:51:27
U10610,5912013216,2020-02-07 15:35:29
E10167,5912012022,2020-02-05 11:13:11
H10709,5912012979,2020-02-06 10:38:33
A10368,5912041738,2020-02-06 15:28:5
M10329,5912010224,2020-02-05 18:33:36
W10461,5912013243,2020-02-08 18:2:35
B10450,5912010528,2020-02-05 17:54:51
Y10691,5912012148,2020-02-02 18:36:14
N10421,5912042235,2020-02-05 18:14:14
Y10088,5912012666,2020-02-03 17:20:57
B10240,5912012988,2020-02-04 15:19:27
I10844,5912051350,2020-02-03 17:20:25
D10221,5912013216,2020-02-06 13:37:7
Q10144,5912013207,2020-02-04 15:50:31
H10721,5912013252,2020-02-08 17:43:16
C10241,5912012746,2020-02-03 17:8:49
Z10417,5912012620,2020-02-08 18:34:6
W10908,5912012773,2020-02-04 16:19:47
L10610,5912042664,2020-02-02 18:47:52
K10082,5912011865,2020-02-08 12:53:3
J10140,5912040035,2020-02-04 15:25:53
B10941,5912042404,2020-02-05 11:1:56
L10568,5912041827,2020-02-02 17:9:23
V10249,5912010779,2020-02-08 15:43:32
C10433,5912010331,2020-02-03 11:37:49
F10649,5912012077,2020-02-07 16:54:36
H10736,5912012139,2020-02-05 11:51:33
R10883,5912012022,2020-02-02 18:19:53
J10249,5912013154,2020-02-03 17:1:27
N10694,5912042708,2020-02-04 16:24:33
J10596,5912012479,2020-02-07 14:6:38
I10769,5912041881,2020-02-06 16:13:3
P10162,5912013252,2020-02-06 10:30:27
I10939,5912013243,2020-02-05 18:16:55
D10139,5912012933,2020-02-05 18:48:31
T10388,5912040491,2020-02-07 18:47:30
J10100,5912042235,2020-02-05 11:53:24
Z10769,5912040553,2020-02-04 13:21:10
C10774,5912013092,2020-02-06 10:27:42
B10233,5912013387,2020-02-07 11:51:25
F10082,5912013341,2020-02-06 10:53:34
S10677,5912012737,2020-02-07 14:32:15
C10080,5912012844,2020-02-03 17:41:19
C10012,5912012353,2020-02-05 17:50:34
I10952,5912040553,2020-02-06 17:26:56
O10540,5912012569,2020-02-07 17:30:17
O10245,5912013243,2020-02-08 15:24:51
M10189,5912012933,2020-02-06 15:38:58
F10353,5912010313,2020-02-03 12:54:34
Z10975,5912010484,2020-02-03 13:29:7
O10922,5912042708,2020-02-07 16:31:43
I10202,5912050040,2020-02-02 18:16:4
G10431,5912041881,2020-02-05 10:38:14
F10398,5912012139,2020-02-05 11:5:18
J10816,5912012406,2020-02-07 16:3:13
L10953,5912010331,2020-02-08 11:49:42
J10251,5912012666,2020-02-03 16:34:58
G10126,5912010206,2020-02-02 12:54:49
V10324,5912013216,2020-02-02 12:48:6
N10809,5912042520,2020-02-06 16:58:21
X10499,2312041028,2020-02-04 11:40:15
U10600,5912010779,2020-02-04 12:59:55
C10304,5912042459,2020-02-04 14:5:31
S10525,5912042744,2020-02-03 13:5:34
H10482,5912012773,2020-02-02 13:48:53
L10665,5912013207,2020-02-03 15:27:56
C10239,5912042771,2020-02-03 16:17:12
N10268,5912042762,2020-02-05 17:54:15
X10988,5912013252,2020-02-07 13:53:1
D10151,5912013412,2020-02-06 15:33:1
H10532,5912010206,2020-02-04 15:26:52
X10341,5912013243,2020-02-02 14:44:59
P10922,5912012077,2020-02-04 17:41:11
L10730,5912012746,2020-02-04 17:20:0
L10300,5912013181,2020-02-02 13:1:43
L10997,5912040080,2020-02-08 15:16:48
K10384,5912012077,2020-02-07 15:53:57
V10851,5912040491,2020-02-06 13:51:13
Z10520,5912012844,2020-02-08 11:48:39
R10429,5912041685,2020-02-02 11:45:18
S10400,5912012406,2020-02-06 14:31:22
O10716,5912012139,2020-02-02 13:1:43
F10006,5912010484,2020-02-08 15:12:35
B10338,5912051403,2020-02-06 13:52:29
S10382,5912013207,2020-02-06 12:27:41
K10036,5912042235,2020-02-04 12:11:11
W10734,5912040222,2020-02-08 14:24:11
N10324,5912012933,2020-02-02 12:49:1
W10441,5912013092,2020-02-06 11:47:36
L10033,5912013163,2020-02-03 15:13:55
G10869,5912011865,2020-02-04 15:30:43
H10135,5912041881,2020-02-03 15:53:54
M10965,5912050040,2020-02-04 18:12:22
G10586,5912012406,2020-02-07 13:40:39
D10787,5912040106,2020-02-07 12:16:15
U10108,5912010331,2020-02-02 16:5:34
T10005,5912010331,2020-02-04 13:19:3
A10807,5912010322,2020-02-02 17:28:42
V10884,5912042066,2020-02-06 13:4:44
J10155,5912012157,2020-02-03 15:38:44
B10012,5912042637,2020-02-05 10:55:38
K10779,5912042098,2020-02-04 18:54:23
U10193,5912012746,2020-02-05 15:2:4
K10409,5912042459,2020-02-05 12:36:6
N10634,2312041028,2020-02-08 10:51:55
K10079,5912012933,2020-02-02 13:14:17
T10154,5912012773,2020-02-08 15:22:58
B10563,5912011865,2020-02-07 13:35:45
E10159,5912013181,2020-02-07 12:7:1
N10473,5912010224,2020-02-04 11:17:53
I10632,5912042708,2020-02-08 13:23:13
P10689,5912013378,2020-02-06 18:21:20
L10116,5912041685,2020-02-03 18:38:34
A10094,5912042637,2020-02-04 13:54:14
Y10252,5912010528,2020-02-06 11:50:42
G10828,5912010322,2020-02-04 17:14:54
Z10499,5912012979,2020-02-06 18:18:53
K10544,5912010724,2020-02-03 10:52:37
I10723,5912010322,2020-02-08 17:39:7
G10727,5912013181,2020-02-08 13:1:28
M10144,5912013163,2020-02-02 16:36:32
G10388,5912012620,2020-02-06 15:12:38
R10767,5912013412,2020-02-08 13:40:22
V10005,5912041881,2020-02-04 11:33:6
S10644,5912041738,2020-02-02 17:43:52
A10986,5912042762,2020-02-07 16:5:49
Z10681,5912050040,2020-02-06 15:36:23
N10999,5912013350,2020-02-06 15:8:55
Y10253,5912010528,2020-02-08 12:41:56
Q10055,5912042726,2020-02-06 14:37:49
V10334,5912010484,2020-02-04 14:11:58
W10587,5912051412,2020-02-08 10:35:27
K10420,5912012139,2020-02-07 12:19:11
J10795,5912040491,2020-02-07 10:42:16
H10950,5912042351,2020-02-06 13:35:48
S10965,5912012157,2020-02-04 12:28:1
T10096,5912040491,2020-02-07 15:59:4
E10319,5912012746,2020-02-05 11:26:29
M10524,5912013225,2020-02-05 14:3:56
W10103,5912012569,2020-02-08 18:22:11
U10302,5912012059,2020-02-03 11:54:33
J10573,5912012737,2020-02-06 14:2:53
X10651,5912042762,2020-02-05 12:20:58
E10127,5912042717,2020-02-08 11:19:53
N10185,5912042155,2020-02-02 18:52:26
B10665,5912010528,2020-02-08 17:55:1
R10808,5912010215,2020-02-03 12:30:1
P10663,5912010331,2020-02-02 11:41:27
M10759,5912042664,2020-02-05 15:29:1
P10029,5912013216,2020-02-05 16:51:42
D10988,2312041028,2020-02-05 17:31:41
X10694,5912013083,2020-02-03 10:14:47
L10139,5912042771,2020-02-02 17:17:7
I10323,5912013234,2020-02-07 17:41:5
T10053,5912042735,2020-02-08 10:39:26
D10707,5912042422,2020-02-06 12:16:38
L10043,5912013412,2020-02-08 14:41:33
I10146,5912013083,2020-02-04 12:32:35
